    tt    m             px                      py                      pz                      vx                      vy                      vz
  -900.0  0  -1.3488942200549903e-03  2.2495721875076973e-03  1.0522110515722187e-03 -8.7921896148168612e-03 -4.2220488141914312e-03 -2.1552792301597428e-03
  -900.0  1   2.6172438454579554e-03  3.3001302626867227e-03  1.5986315965207183e-03 -6.4692182689826509e-03  4.1593797499719903e-03  1.8176639082877438e-03
  -900.0  2   2.9285103175969089e-03 -5.8906742852628292e-03 -2.7791271135306811e-03  5.7413144103336368e-03  2.3029810957336393e-03  1.1692048053558134e-03
  -900.0  3  -3.4913045729088178e-03  1.0984928545576809e-02  5.1480841030096380e-03 -4.5477462126346279e-03 -1.1277312138398964e-03 -5.9994570563643541e-04
  -800.0  0   1.7005653624403950e-03 -2.0281526838341916e-03 -9.4074007107498837e-04  8.0097527256883742e-03  5.4268516057606360e-03  2.7193012015824204e-03
  -800.0  1  -1.7525812758572093e-03  3.7129796006199617e-03  1.7034264213158048e-03 -7.3651965445730733e-03 -2.7895600577419514e-03 -1.4509405431989333e-03
  -800.0  2   1.9660482645085142e-03 -6.2018619558458317e-03 -2.9397004860960037e-03  6.0548157592532426e-03  1.5352706922765922e-03  8.0649350730861496e-04
  -800.0  3  -2.8771847880888161e-03  1.1121807383313153e-02  5.2217951760361809e-03 -4.6070733951427438e-03 -9.1910073855935772e-04 -5.0201205498747457e-04
  -700.0  0  -2.0074488630925339e-03  1.7938286699510568e-03  8.2358227055319389e-04 -7.0007015182406932e-03 -6.4339145757307797e-03 -3.1846014010924058e-03
  -700.0  1  -4.4650910063061917e-03  6.6589593166202596e-04  2.2559918247391574e-04 -1.2594220258262876e-03 -7.0332236582080574e-03 -3.3150030930487930e-03
  -700.0  2   9.6354524314070397e-04 -6.3895070668523535e-03 -3.0417112059553603e-03  6.2378535466269059e-03  7.3386849602695425e-04  4.2597134138822604e-04
  -700.0  3  -2.2559869829330685e-03  1.1230861141331950e-02  5.2823452022209309e-03 -4.6561682687943163e-03 -7.0884044165033411e-04 -4.0313443678488623e-04
  -600.0  0   2.3102313415043238e-03 -1.4904731747606577e-03 -6.7350527567626439e-04  5.7529166675791424e-03  7.3150168317604172e-03  3.5852759886328489e-03
  -600.0  1  -3.0624410401286638e-03 -2.9408275704339605e-03 -1.4328032125783168e-03  5.8493611044499703e-03 -4.9117890006131837e-03 -2.1868451191278363e-03
  -600.0  2  -6.4928103962346828e-05 -6.4478682719595563e-03 -3.0823829330932141e-03  6.2911928128157888e-03 -8.1793890212437248e-05  3.6981799878011574e-05
  -600.0  3  -1.6283453081722967e-03  1.1311079541936398e-02  5.3292200072418711e-03 -4.6922516404770869e-03 -4.9509805188946898e-04 -3.0241087682624852e-04
  -500.0  0  -2.5388983618722695e-03  1.1250390461488226e-03  4.9489096062115922e-04 -4.3949482745747198e-03 -8.0863986065209097e-03 -3.9310113329775716e-03
  -500.0  1   1.2390043107248811e-03 -3.8880818369081312e-03 -1.7948261719917407e-03  7.6859458547466819e-03  1.9065869773965804e-03  1.0317371134389618e-03
  -500.0  2  -1.0994897144222214e-03 -6.3674501645063037e-03 -3.0567616406312155e-03  6.2158379695991034e-03 -8.9770645592041108e-04 -3.5369650339318366e-04
  -500.0  3  -9.9671265221399513e-04  1.1362978440128410e-02  5.3626180008159840e-03 -4.7177032521157685e-03 -2.8105052312134288e-04 -2.0139788626376875e-04
  -400.0  0   2.6789872730507633e-03 -7.7479816799273522e-04 -3.2511574521279572e-04  3.0053205433719656e-03  8.6407706933332405e-03  4.1716613054380430e-03
  -400.0  1   4.3251258842525418e-03 -1.2424088394717080e-03 -5.0343462183362916e-04  2.3244606441749161e-03  6.7885977439503652e-03  3.2137904261989704e-03
  -400.0  2  -2.1070671232961339e-03 -6.1493781568687077e-03 -2.9650369175213721e-03  6.0158794523851866e-03 -1.6950006862819084e-03 -7.3712493421447024e-04
  -400.0  3  -3.6189433738514085e-04  1.1385843424278211e-02  5.3821989260253314e-03 -4.7306014209258116e-03 -6.4495446142128271e-05 -9.9044577642490842e-05
  -300.0  0  -2.7861886714968739e-03  4.1481212110661890e-04  1.5133833313271235e-04 -1.5180611602934044e-03 -8.9182540271661431e-03 -4.2782178701187357e-03
  -300.0  1   3.4375457013978493e-03  2.5494831032542493e-03  1.2504536141773835e-03 -5.1266959905505805e-03  5.5793120333689173e-03  2.5175032609902458e-03
  -300.0  2  -3.0638786609954744e-03 -5.8057304879876410e-03 -2.8127510629684530e-03  5.6898400133869251e-03 -2.4576763308597409e-03 -1.1055283634810061e-03
  -300.0  3   2.7343120862739442e-04  1.1379957509035593e-02  5.3880868246448449e-03 -4.7320659785193278e-03  1.5077839235111328e-04  2.8230214811818277e-06
  -200.0  0   2.8300964667976949e-03  5.4513302233347117e-06  4.9928716926204391e-05 -8.1901324573868515e-05  9.0028709517256614e-03  4.2901792425761856e-03
  -200.0  1  -6.9411020100000034e-04  4.0150760016172743e-03  1.8636925695008084e-03 -7.8600375056277136e-03 -9.9910494687157118e-04 -5.9884065551749955e-04
  -200.0  2  -3.9535933681785623e-03 -5.3488036060627799e-03 -2.6054368108767538e-03  5.2446195930499814e-03 -3.1637029608258564e-03 -1.4483550224383052e-03
  -200.0  3   9.0885474526288890e-04  1.1344871392285944e-02  5.3801079913919974e-03 -4.7210783333792427e-03  3.6756044718567495e-04  1.0552746325593696e-04
  -100.0  0  -2.7743853042501436e-03 -4.1101235501821815e-04 -2.4223407417119176e-04  1.6551522515377310e-03 -8.9393051265194146e-03 -4.2320676975934638e-03
  -100.0  1  -4.0866321821217801e-03  1.7765372260520297e-03  7.6280647155904169e-04 -3.3275920357806132e-03 -6.4462296477191755e-03 -3.0645710776361999e-03
  -100.0  2  -4.7678278994849367e-03 -4.7837217401903061e-03 -2.3456032880517599e-03  4.6894033122136585e-03 -3.8034970938939402e-03 -1.7609620494026606e-03
  -100.0  3   1.5415892424464187e-03  1.1280754572223490e-02  5.3583566812125940e-03 -4.6977917750414631e-03  5.8204835577471952e-04  2.0726261992113742e-04
     0.0  0   2.6719797971872313e-03  7.6445388030410360e-04  4.0875826773136096e-04 -3.1164088572633759e-03  8.6456208702221597e-03  4.0661834078310347e-03
     0.0  1  -3.7515079343622784e-03 -2.1360003545658045e-03 -1.0566783736566212e-03  4.3102280016645532e-03 -6.1433853927138436e-03 -2.8005632831780225e-03
     0.0  2  -5.4903997357266636e-03 -4.1118446801829064e-03 -2.0336222341185177e-03  4.0357687155848157e-03 -4.3650917263492748e-03 -2.0373769819458909e-03
     0.0  3   2.1710082742215798e-03  1.1187796627127322e-02  5.3229694223727421e-03 -4.6626639427154127e-03  7.9713557043597691e-04  3.0939344140224682e-04
   100.0  0  -2.5246230883101180e-03 -1.1303378397428199e-03 -5.8017845370634863e-04  4.5177160211904085e-03 -8.0718270890317925e-03 -3.7684096907616743e-03
   100.0  1   8.8618270893843338e-05 -4.0813901337863161e-03 -1.9044821232845378e-03  7.9021982136130795e-03  3.3753904843264647e-05  1.3701328817896700e-04
   100.0  2  -6.0966172540616688e-03 -3.3473528925633102e-03 -1.6759220207143452e-03  3.3001629105226357e-03 -4.8421256990059868e-03 -2.2745137474120864e-03
   100.0  3   2.7946682620815159e-03  1.1066108782536036e-02  5.2740126273262090e-03 -4.6150018346799984e-03  1.0090041438818188e-03  4.1013439726782745e-04
   200.0  0   2.2783554577420788e-03  1.4974663326849601e-03  7.5048489709989539e-04 -5.8880658796652404e-03  7.3161926052748606e-03  3.3854067813779538e-03
   200.0  1   3.7643677659204462e-03 -2.2571458588750925e-03 -9.9819385706438786e-04  4.2786329463064699e-03  6.0031805984166881e-03  2.8665920697919663e-03
   200.0  2  -6.5685640058231526e-03 -2.5176736279548810e-03 -1.2855075198774828e-03  2.4970857776343411e-03 -5.2173060109541895e-03 -2.4638679702751109e-03
   200.0  3   3.4114247759135501e-03  1.0916379720743262e-02  5.2118308358515301e-03 -4.5564660332573651e-03  1.2199773936059592e-03  5.1057628947775351e-04
   300.0  0  -1.9810616932146299e-03 -1.7870540345135311e-03 -8.8293119036982786e-04  7.1048926175365321e-03 -6.4566344184176982e-03 -2.9561435483817940e-03
   300.0  1   4.0103280885655773e-03  1.7183749703819583e-03  8.6005505132145021e-04 -3.4342351602670981e-03  6.5704346974624081e-03  3.0195689009765709e-03
   300.0  2  -6.9040039275569806e-03 -1.6469348352938608e-03 -8.7370258962707402e-04  1.6478789504404830e-03 -5.4821083930612713e-03 -2.6010890022067994e-03
   300.0  3   4.0187833125335483e-03  1.0738501157205869e-02  5.1363537746897964e-03 -4.4851115992320537e-03  1.4264937048667201e-03  6.0908251871958903e-04
   400.0  0   1.6785416794475514e-03  2.0278729962134416e-03  9.9215685226464786e-04 -8.0722486039765638e-03  5.4327278069826700e-03  2.4538957495068435e-03
   400.0  1   5.3985119367093947e-04  4.0661644484539083e-03  1.9068314550057005e-03 -7.8096492630046217e-03  9.2512233951668680e-04  3.2386823271796826e-04
   400.0  2  -7.1033586831018153e-03 -7.4503610289228684e-04 -4.4530171073126328e-04  7.6539312127372290e-04 -5.6293581227004844e-03 -2.6827006655891928e-03
   400.0  3   4.6159361455798253e-03  1.0533375189191585e-02  5.0479938013553976e-03 -4.4033881470931062e-03  1.6305516919587028e-03  7.0658227418771093e-04
   500.0  0  -1.3085906620380157e-03 -2.2574924376560427e-03 -1.0950975369659393e-03  8.8521662346104021e-03 -4.2068180479795511e-03 -1.8590375378497099e-03
   500.0  1  -3.3778484527362714e-03  2.6796196106336286e-03  1.2070021480796661e-03 -5.1613640816084100e-03 -5.4531904666854361e-03 -2.6168973857181800e-03
   500.0  2  -7.1607386462509892e-03  1.8239295795147642e-04 -2.9009903670072372e-06 -1.3510561894411406e-04 -5.6612236069850958e-03 -2.7094106744779789e-03
   500.0  3   5.2007671134212353e-03  1.0300745410581619e-02  4.9465785073409914e-03 -4.3085589446823034e-03  1.8295698399923887e-03  8.0191231733928484e-04
   600.0  0   8.7087236185123026e-04  2.4194574378309393e-03  1.1649278230955813e-03 -9.4987561349945179e-03  2.8789052310046240e-03  1.2185638978451853e-03
   600.0  1  -4.2326687145854856e-03 -1.2539675007648783e-03 -6.4076014333159462e-04  2.4603176201505213e-03 -6.8900123495967518e-03 -3.1887627753832493e-03
   600.0  2  -7.0639412780407213e-03  1.1156153511993039e-03  4.4436866117647452e-04 -1.0379779008771245e-03 -5.5779365329642564e-03 -2.6812042718341597e-03
   600.0  3   5.7721405074209189e-03  1.0042107505882171e-02  4.8327645940424071e-03 -4.2041200172265808e-03  2.0248945466338811e-03  8.9567098192315140e-04
   700.0  0  -4.6094407745655779e-04 -2.4982468152957185e-03 -1.1959447742127427e-03  9.9154341183713222e-03 -1.5577772691192501e-03 -5.8505906602418294e-04
   700.0  1  -1.1727599049334875e-03 -3.9549100326697218e-03 -1.8637558968904830e-03  7.5978352339760606e-03 -1.8757938442985731e-03 -7.8279816322534754e-04
   700.0  2  -6.8154084460970129e-03  2.0198483801579245e-03  8.7972333722031862e-04 -1.9170622550626322e-03 -5.3827901549480441e-03 -2.5993100319723302e-03
   700.0  3   6.3285253112893717e-03  9.7572081327892187e-03  4.7063682489237356e-03 -4.0870492887758467e-03  2.2148109836511902e-03  9.8709889192057868e-04
   800.0  0   5.5094143326240915e-05  2.5443859893944567e-03  1.2116565935978267e-03 -1.0013025463464399e-02  2.0020692445657669e-04 -6.0841318149764091e-05
   800.0  1   2.9724428127795317e-03 -3.0189978298525888e-03 -1.3768449140027432e-03  5.9184855638649420e-03  4.8360689371393442e-03  2.3332270772025098e-03
   800.0  2  -6.4310510422407197e-03  2.8711084505924226e-03  1.2916104880321107e-03 -2.7521761410793078e-03 -5.0778392547044058e-03 -2.4643309670266530e-03
   800.0  3   6.8683957210578950e-03  9.4479099920646691e-03  4.5682046166257958e-03 -3.9614246903905059e-03  2.3994689474876813e-03  1.0762079702271667e-03
   900.0  0   4.0714866119093964e-04 -2.5319156269788526e-03 -1.1988967853797446e-03  9.8677557179628079e-03  1.2338811369243705e-03  7.3973226176128495e-04
   900.0  1   4.4017585628974010e-03  7.5928697186353276e-04  4.0608402777145291e-04 -1.4468043718474269e-03  7.0753451282430874e-03  3.2948196516367641e-03
   900.0  2  -5.9237446310017889e-03  3.6605635462560663e-03  1.6756501258036480e-03 -3.5244061526104905e-03 -4.6679806111366373e-03 -2.2784632137146025e-03
   900.0  3   7.3904170268039660e-03  9.1138768144769563e-03  4.4180559777968085e-03 -3.8237581366787816e-03  2.5779801176307130e-03  1.1626249973526535e-03
  1000.0  0  -8.5272160665075521e-04  2.4295065364526021e-03  1.1436908252221089e-03 -9.5612347111191324e-03 -2.6461918747594285e-03 -1.4066759263816914e-03
  1000.0  1   1.7858215316153504e-03  3.7523759592239334e-03  1.7770646765841035e-03 -7.2544000819137356e-03  2.8104147926239376e-03  1.2360598690587983e-03
  1000.0  2  -5.2942968370602106e-03  4.3854627870328726e-03  2.0304176159630237e-03 -4.2280202609786873e-03 -4.1590018933244542e-03 -2.0442802554652933e-03
  1000.0  3   7.8930941803277751e-03  8.7568739153556941e-03  4.2567041198365045e-03 -3.6779595410916183e-03  2.7495896294387426e-03  1.2459266739693951e-03
  1100.0  0   1.2270002380034650e-03 -2.2876012226525897e-03 -1.0708727830796522e-03  9.0358722488668927e-03  3.9231126977376249e-03  2.0063836381807240e-03
  1100.0  1  -2.5315585931338092e-03  3.3186578379589605e-03  1.5282226841356614e-03 -6.5748817988276051e-03 -4.1140091437285925e-03 -1.9980240497384232e-03
  1100.0  2  -4.5450598690856799e-03  5.0269780972419364e-03  2.3470087590899058e-03 -4.8469670376815634e-03 -3.5616143913653853e-03 -1.7666816550085513e-03
  1100.0  3   8.3754682764956585e-03  8.3767319413362816e-03  4.0840347951578600e-03 -3.5206160805488643e-03  2.9147204457820449e-03  1.3263515842710577e-03
  1200.0  0  -1.6003910313912616e-03  2.1103049512303500e-03  9.8120045871250895e-04 -8.2131787949491653e-03 -5.0923406360016766e-03 -2.5514308372309473e-03
  1200.0  1  -4.5006019565172403e-03 -2.1781032265557221e-04 -1.4810733541757327e-04  3.9532997442719901e-04 -7.1427289681637342e-03 -3.3453326310342066e-03
  1200.0  2  -3.6971061825548670e-03  5.5600721747709539e-03  2.6130542155082884e-03 -5.3704844655260752e-03 -2.8941426638904315e-03 -1.4543552774135631e-03
  1200.0  3   8.8359437948221532e-03  7.9754380384456265e-03  3.9009557450328820e-03 -3.3555991294770054e-03  3.0718162180151756e-03  1.4030939808133522e-03
  1300.0  0   1.9677854175051061e-03 -1.8463601103919894e-03 -8.5017989107109295e-04  7.1830404009778324e-03  6.2088534790068284e-03  3.0687526191783606e-03
  1300.0  1  -2.3240227708346099e-03 -3.4753505644519486e-03 -1.6538631027054420e-03  6.8155829404015289e-03 -3.6753080947061600e-03 -1.6578754171094831e-03
  1300.0  2  -2.7822143540707769e-03  5.9699598797251377e-03  2.8210667202953439e-03 -5.7806534551930744e-03 -2.1709387931968431e-03 -1.1138047266374045e-03
  1300.0  3   9.2741019026550183e-03  7.5530142012752259e-03  3.7074741907022128e-03 -3.1802336179583817e-03  3.2222886014038475e-03  1.4768480158416030e-03
  1400.0  0  -2.2482968627416640e-03  1.5375691494371410e-03  6.9898152910368176e-04 -6.0538455456753465e-03 -7.1922350374041908e-03 -3.5218784137925597e-03
  1400.0  1   2.0734233650804130e-03 -3.5682545555601728e-03 -1.6561753322247989e-03  7.0973294088996913e-03  3.3256136748077056e-03  1.6289817645254818e-03
  1400.0  2  -1.8216370483725569e-03  6.2584098105572580e-03  2.9716826167578035e-03 -6.0706563726935147e-03 -1.4068476884201526e-03 -7.5213042373871301e-04
  1400.0  3   9.6878896892842094e-03  7.1116519645491125e-03  3.5046090583981540e-03 -2.9980366241935219e-03  3.3634552422733316e-03  1.5462824590611937e-03
  1500.0  0   2.4656740987832222e-03 -1.2331770248588700e-03 -5.5052771403429933e-04  4.7953771932028825e-03  7.9343172227424701e-03  3.8582397449392798e-03
  1500.0  1   4.5088173932830364e-03 -3.5624471293335550e-04 -1.2658681964177325e-04  6.8665626243217582e-04  7.0915830419229220e-03  3.3396942846508426e-03
  1500.0  2  -8.2038538827487826e-04  6.4257830092246844e-03  3.0648653776029805e-03 -6.2330209133276216e-03 -6.0921966077383380e-04 -3.7273031656751855e-04
  1500.0  3   1.0077018812531631e-02  6.6516666473978624e-03  3.2925260423926012e-03 -2.8069641362352296e-03  3.4973060004650793e-03  1.6123592144162990e-03
  1600.0  0  -2.6620277692741734e-03  8.7881768383963710e-04  3.7840019016051563e-04 -3.3491746683472195e-03 -8.4641369006943721e-03 -4.0903366276419549e-03
  1600.0  1   2.7966845118887595e-03  3.1510657469636305e-03  1.5070084885717553e-03 -6.2543853027767085e-03  4.4710297568468331e-03  2.0487008529606475e-03
  1600.0  2   2.0971451882400202e-04  6.4637803270000691e-03  3.0965877304870342e-03 -6.2678346425633644e-03  2.0416498783933784e-04  1.5951555774643020e-05
  1600.0  3   1.0439650948964704e-02  6.1746326576581183e-03  3.0719689869410324e-03 -2.6093482966066677e-03  3.6205590235304746e-03  1.6734864255824318e-03
  1700.0  0   2.7803859161271249e-03 -4.6674283068897938e-04 -1.7964121800520243e-04  1.7995345072617938e-03  8.8598895307308682e-03  4.2567255744378699e-03
  1700.0  1  -1.5811309126462091e-03  3.7841747567675956e-03  1.7686214199691202e-03 -7.4770163590497313e-03 -2.4744236109396256e-03 -1.2280397770724984e-03
  1700.0  2   1.2414991433100716e-03  6.3628291703471413e-03  3.0618830393945003e-03 -6.1756225593986580e-03  1.0156062506670885e-03  4.0532728759062734e-04
  1700.0  3   1.0775692943616183e-02  5.6813132148338958e-03  2.8433269051791584e-03 -2.4040475544735880e-03  3.7360172156099842e-03  1.7310032428786632e-03
  1800.0  0  -2.8073020847174516e-03  8.4527923238295342e-05 -3.5867677516800520e-06 -2.8281870414041270e-04 -9.0656110331996248e-03 -4.3320076806252009e-03
  1800.0  1  -4.4113247414893511e-03  9.3407778344983057e-04  4.0447476008415218e-04 -1.7497199061708320e-03 -6.9295003039286963e-03 -3.2806864555024106e-03
  1800.0  2   2.2379892364631261e-03  6.1266824837825215e-03  2.9619952147250375e-03 -5.9605859780731572e-03  1.8025838842992703e-03  7.8465721536217137e-04
  1800.0  3   1.1083392120665683e-02  5.1733020348200091e-03  2.6073576875722238e-03 -2.1925124100230843e-03  3.8402322864451353e-03  1.7832589374554562e-03
  1900.0  0   2.7965281549500818e-03  2.8159118021903786e-04  1.7861367852232436e-04 -1.2176535593159598e-03  8.9860646739575566e-03  4.2709051123240695e-03
  1900.0  1  -3.2013562443288244e-03 -2.7871460633858819e-03 -1.3401915224125294e-03  5.5903736364024932e-03 -5.1893689898382823e-03 -2.4044892075452133e-03
  1900.0  2   3.1786147193664602e-03  5.7690428714791244e-03  2.8033340196723798e-03 -5.6237215221542165e-03  2.5515757917852350e-03  1.1474328090187538e-03
  1900.0  3   1.1363058804525449e-02  4.6517078682592186e-03  2.3646182093095924e-03 -1.9750240095281289e-03  3.9363935484485919e-03  1.8317609848033205e-03
  2000.0  0  -2.7202476844815347e-03 -6.8930824501363625e-04 -3.7251764668484212e-04  2.7621099658382761e-03 -8.6641284154248006e-03 -4.0922738370437603e-03
  2000.0  1   1.0278631329978618e-03 -3.9523799664878869e-03 -1.8590731613166338e-03  7.7402456962520341e-03  1.5544895697577365e-03  7.9291875042998767e-04
  2000.0  2   4.0558660371111492e-03  5.2987751618414443e-03  2.5899396297942097e-03 -5.1675911673123437e-03  3.2466097078332808e-03  1.4859288633426635e-03
  2000.0  3   1.1612873255083813e-02  4.1180499692529959e-03  2.1158240521176627e-03 -1.7521503154157548e-03  4.0207992812899603e-03  1.8747581989008320e-03
  2100.0  0   2.5450314799032475e-03  1.0788093743815882e-03  5.5596893351361428e-04 -4.2691811416826989e-03  8.1992934313284277e-03  3.8453920819599141e-03
  2100.0  1   4.2152963803915007e-03 -1.4746970338209197e-03 -6.6611040658286777e-04  2.7788925624817823e-03  6.6630765728381072e-03  3.1711785217477025e-03
  2100.0  2   4.8600619828436907e-03  4.7182823715334566e-03  2.3228703892140289e-03 -4.6013278848433658e-03  3.8781789503869700e-03  1.7955867066377922e-03
  2100.0  3   1.1833000902111323e-02  3.5739690370108611e-03  1.8617710157866653e-03 -1.5253123992493190e-03  4.0963465362359912e-03  1.9136083210929561e-03
  2200.0  0  -2.3321561521381547e-03 -1.3957688797078390e-03 -7.0410822231150444e-04  5.6009152175517732e-03 -7.5707925928000146e-03 -3.5226001628879122e-03
  2200.0  1   3.5413620534067588e-03  2.4179617776200510e-03  1.1699278833422770e-03 -4.8416519342523705e-03  5.7803522843186224e-03  2.7013730831883928e-03
  2200.0  2   5.5682655671910018e-03  4.0331097472286115e-03  2.0045308642787914e-03 -3.9384727161176419e-03  4.4299609198276291e-03  2.0683364097028437e-03
  2200.0  3   1.2021912001014387e-02  3.0203419874618468e-03  1.6028615369144533e-03 -1.2936391420547517e-03  4.1595626763072354e-03  1.9466937075297644e-03
  2300.0  0   2.0862144736895059e-03  1.7019226210293972e-03  8.4625639262947948e-04 -6.7641626140051607e-03  6.6928999098012920e-03  3.0830627004731119e-03
  2300.0  1  -4.2901009915259278e-04  4.0618329312310120e-03  1.9219886568152429e-03 -7.8565997982256025e-03 -6.0387958488520579e-04 -3.4135814631859135e-04
  2300.0  2   6.1553605829776014e-03  3.2614662414096568e-03  1.6431871218518376e-03 -3.1986859151791683e-03  4.8944149076523063e-03  2.3003558554411294e-03
  2300.0  3   1.2179876809440599e-02  2.4592207595281359e-03  1.3400710775174211e-03 -1.0594758945886697e-03  4.2132387737995793e-03  1.9753106405063837e-03
  2400.0  0  -1.7483473719052197e-03 -1.9973643490854669e-03 -9.8161344317400866e-04  7.8336191911080010e-03 -5.6220214109747972e-03 -2.5532586139002051e-03
  2400.0  1  -3.9294783982616504e-03  1.9808615757186728e-03  9.1267505409623991e-04 -3.7774882699721287e-03 -6.2812365440667898e-03 -3.0060485910944554e-03
  2400.0  2   6.6075828252606904e-03  2.4287973394715922e-03  1.2509261642270955e-03 -2.3936956886740956e-03  5.2570438767381234e-03  2.4846090790121038e-03
  2400.0  3   1.2305837108107051e-02  1.8912550465805360e-03  1.0736842240167503e-03 -8.2099412682884432e-04  4.2547132835047225e-03  1.9982395493346040e-03
  2500.0  0   1.3631365970137436e-03  2.2131747828906460e-03  1.0779664980715001e-03 -8.7570248067651880e-03  4.4726424355098363e-03  1.9883973190284909e-03
  2500.0  1  -3.8508393148096553e-03 -2.0024626429058332e-03 -9.7722588904342218e-04  3.9760617743250818e-03 -6.2824217682738723e-03 -2.9573638720924271e-03
  2500.0  2   6.9260711826636557e-03  1.5530387078444561e-03  8.3629007777172152e-04 -1.5398141862584681e-03  5.5101919964299995e-03  2.6171351274751346e-03
  2500.0  3   1.2400172402330439e-02  1.3187521696966310e-03  8.0478132777445435e-04 -5.8170621163437211e-04  4.2863198297170011e-03  2.0165418884790019e-03
  2600.0  0  -9.9720188595582137e-04 -2.3647536930043525e-03 -1.1438222135363341e-03  9.4006172777144365e-03 -3.2585916851700933e-03 -1.3982202500260675e-03
  2600.0  1  -2.0572246148456595e-04 -4.0807783084096192e-03 -1.9421089086754044e-03  7.8602745968449298e-03 -3.6435365194199853e-04 -1.2041885183950267e-04
  2600.0  2   7.1082119101049486e-03  6.4312856218745238e-04  4.0345314039398123e-04 -6.4970396561978645e-04  5.6462881414988224e-03  2.6942404298704145e-03
  2600.0  3   1.2462077872441383e-02  7.4247220866766625e-04  5.3368682860857576e-04 -3.3930788360919467e-04  4.3060901717574193e-03  2.0293296367341535e-03
  2700.0  0   5.8703473155124325e-04  2.4928313159133797e-03  1.1977253483383180e-03 -9.7723010799945949e-03  1.9076565578603707e-03  7.4778533304866487e-04
  2700.0  1   3.5971784850834659e-03 -2.4020792970658577e-03 -1.1197778446756248e-03  4.6717843386121045e-03  5.8156948279404251e-03  2.8000314946337486e-03
  2700.0  2   7.1457311145061587e-03 -2.8759896990112173e-04 -4.1240044752124490e-05  2.5465095051379716e-04  5.6653955700993013e-03  2.7156294136673107e-03
  2700.0  3   1.2491707825994729e-02  1.6490021109223914e-04  2.6154823532050691e-04 -9.7950345680828142e-05  4.3152678764689228e-03  2.0371346876128680e-03
  2800.0  0  -1.1741199722707090e-04 -2.5490715930096821e-03 -1.2163231169650399e-03  9.9752212948239858e-03 -4.6628272824843567e-04 -5.7980600718203490e-05
  2800.0  1   4.1136311064562643e-03  1.5660689245115219e-03  7.7394110368493834e-04 -3.0465912151230760e-03  6.6518301130527391e-03  3.1509434371847825e-03
  2800.0  2   7.0288535200695177e-03 -1.2178467964017402e-03 -4.8785779974781714e-04  1.1567151285450359e-03  5.5695522332625640e-03  2.6820165529137887e-03
  2800.0  3   1.2488585671759303e-02 -4.1380043019337650e-04 -1.1596676190524091e-05  1.4548760971311460e-04  4.3127470367179963e-03  2.0394821571427220e-03
  2900.0  0  -3.1510414048447802e-04  2.5227018210639872e-03  1.1963685133687077e-03 -9.9853779795603999e-03 -9.3289511615683262e-04 -6.0774048798122688e-04
  2900.0  1   8.5513943018450844e-04  4.0105375054434855e-03  1.9198232258643190e-03 -7.7252478997146138e-03  1.3415970450015300e-03  5.8877045815699440e-04
  2900.0  2   6.7611806830636658e-03 -2.1160826980830142e-03 -9.2124522926723379e-04  2.0335049290249162e-03  5.3613213626657703e-03  2.5943942317892790e-03
  2900.0  3   1.2452799345526955e-02 -9.9088851245201321e-04 -2.8448481883513907e-04  3.8674675347601914e-04  4.2989591498574153e-03  2.0365109020052895e-03
  3000.0  0   7.1194255098865305e-04 -2.4625949554842293e-03 -1.1610176310916365e-03  9.6944951706441108e-03  2.2633384743463952e-03  1.2354188772001032e-03
  3000.0  1  -3.2188482820894372e-03  2.7830418206049078e-03  1.3084280176889288e-03 -5.4937817650771827e-03 -5.2284046075318303e-03 -2.5352467971686706e-03
  3000.0  2   6.3579089919697396e-03 -2.9633317082293606e-03 -1.3321003604817999e-03  2.8681940438388246e-03  5.0416292918759572e-03  2.4528733987915392e-03
  3000.0  3   1.2384529661800186e-02 -1.5661770938911477e-03 -5.5705563011200791e-04  6.2911006518157119e-04  4.2741227954094718e-03  2.0283660416199659e-03
  3100.0  0  -1.1428140310262140e-03  2.3451092004335488e-03  1.0980523582187229e-03 -9.1180096551373522e-03 -3.5901817385136947e-03 -1.8561592059544746e-03
  3100.0  1  -4.3307025543386814e-03 -1.0665156895307462e-03 -5.3971026289579161e-04  2.0402674241864647e-03 -6.9131366894942849e-03 -3.2936877404963491e-03
  3100.0  2   5.8296017845838244e-03 -3.7493302190541923e-03 -1.7154784761791611e-03  3.6397377060393777e-03  4.6146261222586417e-03  2.2591682598110097e-03
  3100.0  3   1.2283835788779739e-02 -2.1371866275780847e-03 -8.2816077235266532e-04  8.6819336794286288e-04  4.2378576445130404e-03  2.0147928266015772e-03
  3200.0  0   1.5489149564789553e-03 -2.1391693126431425e-03 -9.9361402183653137e-04  8.3831367657860225e-03  4.8764648196832480e-03  2.4553952964258452e-03
  3200.0  1  -1.4629522332706534e-03 -3.8447717922582168e-03 -1.8516463505654918e-03  7.4845214672678321e-03 -2.2775041001517355e-03 -1.0394966839232037e-03
  3200.0  2   5.1807046094911741e-03 -4.4651701548565157e-03 -2.0669667032349867e-03  4.3373915613728374e-03  4.0900685114807619e-03  2.0178070183220413e-03
  3200.0  3   1.2151293901125727e-02 -2.7032831571442684e-03 -1.0975058139476520e-03  1.1067244893018927e-03  4.1913930006393582e-03  1.9963987984237728e-03
  3300.0  0  -1.8708783801985132e-03  1.9016739650103453e-03  8.7567693407373658e-04 -7.4981126112395723e-03 -6.0012592564423033e-03 -2.9753911481456845e-03
